game_name,subjectivity,polarity
BarnFinders,0.465873016,0.558946609
SEARCH ALL - CACTUSES,0.3875,0.49375
To Burn in Memory,0.3,0.55
Dream Of Mirror Online,0.55,0.675
Tomb Raider: Underworld,0.533333333,0.633333334
Borderlands GOTY Enhanced,0.642962963,0.568333334
SNK HEROINES Tag Team Frenzy,0.314285714,0.651190476
100 hidden cats 2,0.482222222,0.600555556
Mr. Prepper,0.1,0.45
LET IT DIE,0.535714286,0.642857143
Timespinner,0.775,0.429166667
Stronghold HD,0.5375,0.31875
The Jackbox Party Pack 3,0.516081871,0.574232456
Waves of Steel,0.424489796,0.589795919
Just Cause 2,0.359920635,0.541269842
Girls Overboard Demo,0.454329004,0.519399351
Stronghold 2,0.675,0.5
Stronghold Crusader HD,0.438425926,0.574151234
Stronghold Legends,0.285557053,0.548674753
R.I.P.D.: The Game,0.2,0.6
人格面具：陰影面積,0.5,0.62
Mafia,0.8,0.83125
Lambda Wars,0.4,0.6
Albion Online,0.46683151,0.613101501
Serious Sam HD: The First Encounter,0.623649425,0.561091954
Valheim,0.480555556,0.379166666
Slasher's Keep,0.5,0.25
Serious Sam HD: The Second Encounter,0.493216952,0.544286891
BROKE PROTOCOL: Online City RPG,0.333333333,0.583333333
DuckTales Remastered,0.5125,0.625
Void Marauders,0.484920635,0.58015873
Sins of a Solar Empire: Rebellion,0.733333333,0.716666667
Serious Sam Classic: The Second Encounter,0.565277778,0.541666667
The Beginner's Guide,0.733333333,0.333333334
Berserk Boy Playtest,0.6,0.583333333
Robot Roller-Derby Disco Dodgeball,0.55,0.675
Toilet Flushing Simulator,0.512770563,0.568849207
Idle Monster TD,0.435923408,0.543296808
Apocalypse: Party's Over,0.433333333,0.39375
The Norwood Suite,0.330851064,0.568439717
VEGAS Movie Studio 17 Steam Edition,0.533849862,0.535621664
Clue/Cluedo: The Classic Mystery Game,0.454949495,0.535909091
OZMAFIA!!,0.285515873,0.479265873
Wolfenstein: Youngblood,0.279814815,0.505648148
BPM: BULLETS PER MINUTE,0.51,0.345
The House in Fata Morgana,0.46156746,0.589950397
Geometry Wars: Retro Evolved,0.429645406,0.581463637
Yet Another Zombie Defense,1,0
School Trip,0.533849862,0.535621664
Unavowed,0.544444444,0.586111111
POSTAL Redux,0.533849862,0.535621664
Mage's Initiation: Reign of the Elements,0.6,0.375
Dyna Bomb,0.442702843,0.556476308
Dreamfall Chapters,0.447447199,0.61021809
Dishonored,0.522878788,0.571287879
Sexy Airlines,0.45495503,0.555054138
EVE Online,0.492467532,0.585584416
SimAirport,0.453719879,0.557921025
Otem's Defiance,0.501316031,0.532391492
Ori and the Will of the Wisps,0.655555556,0.558333334
Mr.DomusMundi,0.401556744,0.600246584
Altitude,0.318181818,0.606060606
Little Nightmares II,0.471944756,0.515788284
Transistor,0.475708995,0.584520172
Afterparty,0.429081633,0.598214286
Second Extinction™,0.3,0.45
UFO: Afterlight,0.697222222,0.55625
SMASH LEGENDS,0.414772727,0.603882576
RACE 07,0.596568627,0.540980392
The Banner Saga,0.294642857,0.575099207
Capcom Arcade Stadium,1,0.2
Hell Yeah!,0.737777778,0.69
Memory Novel - Girls Night Out,0.441602067,0.567619509
Deus Ex: Human Revolution - Director's Cut,0.476222134,0.519028477
The Henry Stickmin Collection,0.470977011,0.552586207
异化之恶〇Abnormal Treatment,0.466666667,0.616666667
GTR Evolution,0.454444444,0.552142857
Healer's Quest,0.498861356,0.573243228
Friday the 13th: Killer Puzzle,0.486957787,0.53520422
Neurodeck,0.365,0.445
UNDER the WATER,0.522794118,0.51004902
Hidden in Plain Sight,0.474376596,0.561291747
Lamia's Game Room,0.408493667,0.56470325
Car Mechanic Simulator 2014,0.499006734,0.578106061
Sniper Elite 3,0.633333333,0.583333333
PixageFX,0.481944444,0.425694445
Last Group Out,0.404844334,0.533884392
Huntdown,0.47264367,0.561360774
Torchlight,0.358655754,0.479501488
American Truck Simulator,0.777777778,0.694444445
Rogue Legacy 2,0.544444444,0.491666667
Smart Factory Tycoon: Beginnings,0.392223008,0.56560231
Mortal Kombat Kollection,0.434112669,0.544976122
Rogue Tower,0.251683502,0.459511785
Mini Wars,0.418950617,0.530339506
Blackout Z: Slaughterhouse Edition,0.45047619,0.528888889
Worms World Party Remastered,0.261444025,0.544940476
CreativeDestruction,0.47,0.525
SEARCH ALL - SPIDERS,0.6,0.75
Bastion,0.6375,0.53125
Sid Meier's Civilization IV: Beyond the Sword,0.554578393,0.540907547
Lunacid,0.373837662,0.528392316
The Guest,0.398483363,0.611706774
AppGameKit Studio,0.517477406,0.592314594
Rewrite+,0.483544461,0.586261178
NORCO,0.499074074,0.531018519
Roman's Christmas / 罗曼圣诞探案集,0.517921147,0.438351255
Hentai Maido,0.633333333,0.516666667
BioShock Infinite,0.500555556,0.556666667
Kosmo Laika: Guide to Space,0.431493506,0.622138799
The Vagrant,0.352217554,0.562873483
STAR WARS™: The Old Republic™,0.440909091,0.489772728
Pinball Arcade,0.47,0.82
The Witcher Adventure Game,0.362820513,0.546474359
Space Pirates and Zombies,0.4,0.7
Shakedown: Hawaii,0.50229828,0.568394511
FlatOut 4: Total Insanity,0.4,0.3
Devil May Cry HD Collection,0.55501998,0.512708125
Motorcycle Club,0.5,0.4375
Factory Town,0.375,0.4375
Point Perfect,0.441666667,0.510416667
Ship Graveyard Simulator,0.83,0.62
Sid Meier's Civilization V,0.408035714,0.509778912
S.T.A.L.K.E.R.: Call of Pripyat,0.387592593,0.517268519
100 hidden snails 2,0.51875,0.49375
Bless Unleashed,0.553174603,0.591269842
Last Heroes 2,0.584786118,0.627562551
Hentai 3018,0.52875,0.538125
Project Warlock,0.590909091,0.606818182
Outlast,0.591666667,0.583333333
Ion Assault,0.561458333,0.5578125
WAIFU IMPACT,0.561805556,0.552777778
Roomie Romance,0.775,0.6
Cargo! - The quest for gravity,0.575,0.4
Whispers of a Machine,0.612280702,0.473135965
Borderlands GOTY,0.529924242,0.542613637
Mark of the Ninja: Remastered,0.49236346,0.586314626
Carcassonne: The Official Board Game,0.55043771,0.56239899
Magicka 2,0.423905724,0.605113637
Cthulhu Saves the World ,0.496896064,0.536393781
Return to Castle Wolfenstein,0.7,0.492857143
Zup!,0.416666667,0.482142857
Love Letter,0.550242003,0.482275884
Idle Wizard,0.50978836,0.538392857
Gratuitous Space Battles,0.536995885,0.630370371
Idle TD: Heroes vs Zombies,0.475,0.47
The Testament of Sherlock Holmes,0.616666667,0.545138889
Contagion,0.502777778,0.608333334
Splody,0.67,0.52
Swords of Legends Online,0.505204518,0.50652091
BattleBlock Theater,0.524494949,0.580555556
Propnight,0.432355442,0.458227041
Sumotori Dreams Classic Demo,0.48125,0.4546875
Viral Cry,0.44781265,0.54555255
EverQuest Free-to-Play,0.580113636,0.530965909
Arma 3,0.646428571,0.696428572
:THE LONGING:,0.532142857,0.707142857
ArcheAge,0.483333333,0.633333334
Battle Grounds III,0.293197279,0.579931973
Across the Obelisk,0.441375291,0.61520979
The Bard's Tale,0.518100358,0.507795699
The Search,0.57,0.54
Mashinky,0.711111111,0.566666667
Trove,1,1
HAWKEN,0.6625,0.4375
The Coin Game,0.491071429,0.465178571
Divinity: Original Sin 2,0.606296296,0.608888889
Telling Lies,0.475,0.478645834
Hyperdrive Massacre,0.515277778,0.581770834
Pixplode,0.543912338,0.556155303
Dota 2 Test,0.533333333,0.525
Amnesia Fortnight,0.5375,0.575
RAGE,0.556944444,0.511458334
Out of the Park Baseball 17,0.58287037,0.518981482
Aim Climb,0.526474575,0.579758698
Wolfenstein: Youngblood Deutsche Version,0.413333333,0.541060606
Fantasy Blacksmith,0.425260724,0.577037215
Gelu,0.472222222,0.583333333
MONMUSU,0.661111111,0.563888889
战魂铭人 Demo,0.6975,0.61375
嗜血印 Bloody Spell,0.654444444,0.525555556
Glamor & Girls,0.384027778,0.511111111
Seventh Lair,0.458333333,0.583333333
YUR,0.464781746,0.514186508
Death's Door,0.3625,0.5625
Granblue Fantasy: Versus,0.6,0.591666667
Arcanum,0.425,0.45
Cute BAR,1,0.125
Waves,0.497058824,0.545745799
Knockout City™ Trial,0.438888889,0.46875
"Warhammer 40,000: Dawn of War - Winter Assault",0.533655754,0.58999876
Draw & Guess,0.6125,0.50625
POSTAL The Movie,0.598148148,0.55
Graveyard Keeper,0.475240385,0.54375
Bad Lady,0.488888889,0.577777778
Deus Ex: Mankind Divided™,0.546190476,0.457857143
Hitman: Sniper Challenge,0.594246032,0.496329365
Resident Evil,0.463888889,0.478174603
Jet Set Radio,0.375,0.508333334
Supreme Commander,0.5475,0.6325
Lead and Gold - Gangs of the Wild West,0.691111111,0.569444445
Citystate II,0.525,0.55
The Exorcist: Legion VR (Deluxe Edition),0.527083333,0.669791667
Hamilton's Great Adventure,0.582362869,0.571693038
Double Fine Adventure,0.319345238,0.572247024
Might & Magic X - Legacy ,0.825,0.625
DYNASTY WARRIORS 9,0.6,0.522222222
Hidden Folks,0.40952381,0.583184524
Supreme Commander: Forged Alliance,0.5,0.75
Aqua Fish,0.28,0.52
Grand Theft Auto V,0.46515873,0.506468254
"Warhammer 40,000: Dawn of War - Soulstorm",0.441805556,0.54249008
Endangered,0.4,0.535887097
Frontlines: Fuel of War,0.517729592,0.57230017
The Last Stand Legacy Collection,0.725,0.4375
Sentinels of the Multiverse,0.393444651,0.608642548
For Honor,0.544306157,0.513385342
Saints Row 2,0.224775225,0.510822511
Idle Bouncer,0.443970588,0.502808123
Osiris: New Dawn,0.495436508,0.585379465
Citadels,0.489639992,0.60552338
Rochard,0.513314889,0.564326794
Humanity Asset,0.645454545,0.631818182
Hexcells Infinite,0.405555556,0.587731482
Fighters Unleashed,0.501960784,0.604264706
INSIDE,0.467420635,0.533809524
This Is the President,0.501748971,0.617335391
Tales of the Neon Sea,0.358922559,0.524579125
"Gremlins, Inc.",0.437142857,0.691696429
Starbound Dedicated Server,0.429963006,0.599201623
The Final Station,0.56031746,0.519047619
Dicey Dungeons,0.460119048,0.505952381
Multimirror,0.55462963,0.528240741
Path of Exile,0.45,0.5875
Clock Simulator,0.526190476,0.560389611
Reality Mixer - Mixed Reality for Vive and Index,0.627222222,0.577777778
Dread Hunger,0.473111658,0.450841544
Coffee Shop Tycoon,0.553333333,0.525
Dungeon Lords Steam Edition,0.293055556,0.477083334
Agents of Mayhem,0.471779249,0.537970498
Crusaders of the Lost Idols,0.579990842,0.65187729
Offroad Mania,0.44,0.6
Gotham Knights Playtest,0.396503497,0.534090909
Pixel Puzzles Traditional Jigsaws,0.577380952,0.613690476
Weapon Shop Fantasy,0.526174004,0.600390087
Paint the Town Red,0.541555556,0.579888889
Axis Football 2015,0.4,0.35
"Papers, Please",0.41969697,0.473484849
Curse of the Dead Gods,0.597544643,0.541741072
Bauer,0.371025641,0.513605769
Finding Paradise,0.396104297,0.550082973
CITYCONOMY: Service for your City,0.407148456,0.543919991
Flywrench,0.493028274,0.533552828
Card City Nights,0.65625,0.578125
Session: Skate Sim,0.397222222,0.605555556
Hammerwatch,1,0.8
Nice Way,0.6,0.55
Archipelago,0.578205128,0.421367522
Hobo: Tough Life,0.624025974,0.510191198
Art of Beauties,0.485772407,0.547664142
Demeo,0.640625,0.503125
Detroit: Become Human,0.8,0.6
Karos,0.469735874,0.478855962
Ghost Files: The Face of Guilt,0.474638508,0.488542802
Final Fantasy III (3D Remake),0.451777778,0.534416667
Mega Man X DiVE,0.5,0.625
Dying Light,0.5875,0.56875
Osteya,0.496329365,0.50734127
Accounting+,0.593372294,0.529262987
Risk of Rain 2,0.633333333,0.7
Princess Farmer,0.5,0.75
Nyasha Land of Elves,0.442391304,0.548550725
Movavi Video Editor Plus 2021,0.583333333,0.55
A Date in the Park,0.6,0.8125
What Remains of Edith Finch,0.521723509,0.497986379
Five Dates,0.944444444,0.375
Thief,0.530454545,0.633901515
Lost Words: Beyond the Page,0.560332256,0.537062813
Balls!🤬🍆,0.437037037,0.537962963
Battle Realms: Zen Edition,0.428508772,0.630921053
Zombie Vikings,0.578205128,0.421367522
Saints Row IV,0.42046131,0.515438988
Idle Slayer,0.530952381,0.604464286
Bloons TD 6,0.468109668,0.640692641
Dark Elf,0.492592593,0.526967593
Amnesia: A Machine for Pigs,0.725,0.5375
Hero and Daughter+,0.3375,0.45625
Hood: Outlaws & Legends,0.555555556,0.397222222
Aliens: Fireteam Elite,0.5,0.625
Yakuza Kiwami 2,0.578205128,0.421367522
Disco Elysium,0.410599163,0.509268708
Patrick's Parabox Demo,0.334404762,0.580119048
AirMech Strike,0.575,0.7125
Ticket to Ride,0.296166667,0.50675
DJMAX RESPECT V,0.412249827,0.5646049
Star Trek Online,0.648,0.456
THE GAME OF LIFE ,0.625320513,0.583733975
LEGO® DC Super-Villains,0.551816239,0.532131411
Call of Duty: Modern Warfare 3,0.269230769,0.461538462
Call of Duty: Modern Warfare 3 - Multiplayer,0.604807692,0.502884616
All Our Asias,0.259615385,0.418269231
Crisis in the Kremlin,0.531766382,0.570726496
Call of Duty: Black Ops,0.40372288,0.607458087
Stream Avatars,0.520914225,0.564674527
Call of Duty: Black Ops - Multiplayer,0.323846154,0.487307693
Sex Lesson,0.269230769,0.451923077
Movavi Video Suite 2021 Steam Edition,0.559570388,0.570082971
NVIDIA® VR Funhouse,0.587399455,0.570991242
Fret Smasher Playtest,0.334615385,0.380769231
Battlefield™ 2042,0.382115385,0.544903846
Spelunky,0.542399767,0.583721931
告死天使之言 - Death angel,0.498751249,0.568081918
Call of Duty: Modern Warfare 3 - Dedicated Server,0.537271062,0.507005495
俠之道(PathOfWuxia),0.628685897,0.587419872
Retro Machina: Nucleonics,0.505952484,0.571160363
Planet RIX-13,0.491987179,0.464812271
Unturned,0.269230769,0.461538462
Pixel Galaxy,0.404064525,0.491313868
8-Bit Bayonetta,0.592307692,0.552884616
click to ten,0.534188034,0.428846154
Lossless Scaling,0.427482702,0.500986976
Rail Route,0.504469373,0.593202458
Gun Monkeys,0.466923077,0.499278846
iBomber Defense Pacific,0.509615385,0.680769231
Pure Farming 2018,0.482090098,0.515488014
Call of Duty: World at War,0.341025641,0.579059829
Dying Light 2,0.363389423,0.503585737
Gary Grigsby's War in the East,0.442307692,0.627884616
Super Auto Pets,0.620833333,0.66875
Put In - Run Out,0.470919821,0.460673586
TimeShift,0.629990842,0.677815934
Orb of Creation,0.269230769,0.461538462
Magicka,0.572649573,0.642200855
My Singing Monsters,0.441540751,0.560891713
NEEDY GIRL OVERDOSE,0.488343179,0.565074419
Cyberpunk 2077,0.530706991,0.545570885
FIST OF AWESOME,0.332202686,0.597435898
Dead Estate,0.383127798,0.538149166
Governor of Poker 3,0.269230769,0.461538462
DON'T touch the walls,0.367307692,0.527884616
Call of Duty: Modern Warfare 2,0.461778846,0.578004807
ARCADE GAME SERIES: DIG DUG,0.56824311,0.521337359
HUMANKIND™,0.547679463,0.509174638
Call of Duty: Modern Warfare 2 - Multiplayer,0.269230769,0.461538462
Victoria II,0.378205128,0.493589744
Littlewood,0.284615385,0.530769231
ARCADE GAME SERIES: GALAGA,0.134615385,0.480769231
Soundpad Demo,0.503380959,0.556633471
Postal 3,0.355982906,0.554700855
Wildermyth,0.393808115,0.517188341
DOG GONE GOLFING,0.501153846,0.621858975
Cube,0.401532291,0.548606541
True or False Universe,0.401532291,0.548606541
Elendia Ceus,0.317307692,0.427884616
The Sims™ 4,0.529170437,0.489134616
Spin Rhythm XD,0.518068737,0.538398061
Guacamelee! 2,0.544002282,0.570836187
Last Heroes,0.26986162,0.559350835
Need for Speed™ Heat ,0.343223443,0.551648352
The Coma: Recut,1,0.125
Dragon Age™ Inquisition,0.452881008,0.540802347
A Way Out,0.502023017,0.523947235
Project Zomboid,0.384615385,0.605769231
Valfaris,0.492877493,0.56517094
Steam Dev Days,0.486421911,0.41177739
STAR WARS™: Squadrons,0.40754312,0.50175631
Belko VR: An Escape Room Experiment,0.299626068,0.516372863
Impulse!,0.422234266,0.586342075
Nebuchadnezzar,0.311965812,0.570512821
Metro 2033,0.383261346,0.492189428
Cooking Companions: Appetizer Edition,0.184615385,0.480769231
Battle Islands,0.577535428,0.544225019
Car Mechanic Simulator 2021,0.411080586,0.51771978
NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,0.332509158,0.464148352
Hentai Girl Linda,0.472882353,0.526576816
Alien Spidy,0.423076923,0.32051282
Metro: Last Light,0.484615385,0.380769231
Alan Wake,0.362321937,0.535309829
Prison Run and Gun,0.223076923,0.500641026
Bang Bang Racing,0.520416367,0.560535649
Creepy Tale 2,0.589385429,0.542244353
One Step From Eden,0.338461538,0.612362638
The Haunted: Hells Reach,0.397457265,0.43633547
Dishonored 2,0.538104505,0.558508382
Marble Duel,0.566062937,0.433287005
Game Dev Tycoon,0.356410256,0.457128982
WWE 2K22,0.617307692,0.552884616
Phantasmagoria 2,0.467307692,0.677884616
Pro Soccer Online,0.448072034,0.537593822
Big Ambitions Playtest,0.538813739,0.568812904
Kathy Rain,0.538247863,0.526513533
Blue Estate,0.563141026,0.615384616
Phantasmagoria,0.400813008,0.573882114
Serious Sam's Bogus Detour,0.650624589,0.496036176
Relic Hunters Legend,0.489317766,0.546498398
Crysis 2 Maximum Edition,0.547380675,0.496851565
Total War: EMPIRE - Definitive Edition,0.440536287,0.490112936
Just Act Natural,0.415277778,0.354861111
OlliOlli World,0.69047619,0.482142857
GabeN: The Final Decision,0.4,0.3
City of Gangsters,0.111111111,0.494444445
SpeedRunners,0.47718254,0.38452381
Line of Sight,0.45,0.6125
Indecent Details - Find the Difference,0.490625,0.484375
Hamster,0.4,0.3
Bitburner,0.333333333,0.483333334
Danganronpa V3: Killing Harmony,0.833333333,0.2
Crash Bandicoot™ N. Sane Trilogy,0.5,0.65
Tony Hawk's Pro Skater HD,0.36,0.385
New Year Girls,0.2,0.6
Ding Dong XL,0.9,0.9
WARSAW,0.8,0.4
3D Arcade Fishing,0.45,0.353125
Fly Corp Demo,0.333333333,0.625
DollKart,0.65,0.675
Heavy Rain,0.435405983,0.542788462
NARUTO TO BORUTO: SHINOBI STRIKER,0.5,0.75
Ignited Steel,0.475952381,0.485722789
Hentai Jigsaw Photo Studio: Fruit Girls 2,0.537896825,0.552976191
Doki Doki Literature Club,0.575,0.6375
Naked Story,0.335,0.5075
Shark Dating Simulator XL+,0.345833333,0.627083334
Deadside,0.497685185,0.486574074
Aegis Defenders,0.7,0.760714286
The Long Dark,0.45,0.5125
Beyond: Two Souls,0.2,0.6
Satellite Repairman,0.4,0.55
Dungelot : Shattered Lands,0.50530303,0.481767677
The Wonderful 101: Remastered,0.65,0.675
eXceed - Gun Bullet Children,0.2,0.55
Remothered: Tormented Fathers,0.9,0.9
eXceed 2nd - Vampire REX,0.466666667,0.516666667
My Time At Portia,0.502323533,0.576251184
eXceed 3rd - Jade Penetrate Black Package,0.3,0.6
Portal Reloaded,0.433333333,0.616666667
Duke Nukem 2,0.515972222,0.352430556
DEATH STRANDING,0.566414141,0.510984849
Knightfall: A Daring Journey,0.166666667,0.516666667
Legion TD 2,0.6,0.675
1976 Demo,0.64284632,0.533468615
Trouble In The Manor,0.566666667,0.531666667
FINAL FANTASY VIII - REMASTERED,0.2,0.65
Redactem,0.4,0.675
Rayman Origins,0.426666667,0.492638889
Santa Rockstar Steam Edition,0.391517857,0.524479167
Star Trek Timelines,0.497478992,0.459313726
Predecessor,0.1,0.525
Flix The Flea,0.1625,0.525
Domina,0.433333333,0.563333334
Counter-Strike Nexon: Studio,0.43,0.35
Monsters' Den: Godfall,0.42,0.510416667
Headsnatchers,0.425,0.575
ACE COMBAT™ 7: SKIES UNKNOWN,0.333333333,0.625
World War Z: Aftermath,0.74375,0.609375
The Walking Dead,1,0.25
GUILTY GEAR 2 -OVERTURE-,0.498046398,0.508287546
TrackMania Nations Forever,0.694444444,0.625
WITCH-BOT MEGLILO,0.2,0.616666667
Sherlock Holmes: Nemesis,0.456349206,0.658730159
Fell Seal: Arbiter's Mark,0.501839827,0.649188312
Hyperbolica,0.633333333,0.616666667
Dracula: Origin,0.427777778,0.452777778
Gunnheim,0.566666667,0.483333334
AVSEQ,0.333333333,0.625
Genital Jousting,0.3325,0.572916667
Bounty Train,0.562962963,0.47962963
MOAI 3: Trade Mission Collector's Edition,0.2,0.6
WWE 2K15,0.4,0.55
F1 2019,0.420424242,0.568013637
Seven Kingdoms 2 HD,0.436594203,0.636956522
Tap Heroes,0.564285714,0.423214286
The Messenger,0.427915952,0.574747815
Project Wingman,0.600757576,0.554545455
Sherlock Holmes: The Awakened - Remastered,0.636212121,0.498863637
Hollow's Land,0.475,0.528333334
Iron Lung,0.5,0.775
Lobotomy Corporation,0.570833333,0.7296875
The Gardens Between,0.512692308,0.549903846
Monster Crown,0.576664371,0.602556818
Crysis Remastered,0.45045825,0.566633517
Evolve Stage 2,0.618571429,0.544285715
Far Cry Primal,0.6,0.85
The Elder Scrolls Online,0.85,0.725
NEKOPALIVE,0.7,0.35
VoiceAttack Demo,0.933333333,0.854166667
CreatorCrate,0.590227273,0.607159091
Forza Horizon 5,0.505555556,0.506018519
Pictopix,0.775,0.65
No More Heroes,0.356547619,0.563816392
Neverwinter,0.544494949,0.492904041
MOAI: Build Your Dream,0.4,0.3
Devious Dungeon 2,0.63125,0.58125
Nex Machina,0.548932677,0.475164204
Devil May Cry 5,0.448595849,0.576098901
Colormeleons,0.4,0.50625
Getting Over It with Bennett Foddy,0.425,0.7
A Sinful Camp,0.355882353,0.550367647
Helltaker,0.4125,0.575
初恋日记,0.508676046,0.582941364
The Tower of Five Hearts,0.605952381,0.427976191
Vikings - Wolves of Midgard,0.661111111,0.283333334
Battle Bands,0.558333333,0.4875
Hot Squat 2: New Glory,0.4,0.4
Not Dying Today,0.2,0.35
tERRORbane,0.427203065,0.454286399
The Political Machine 2016,0.166666667,0.489583334
HoPiKo,0.521329365,0.608938492
"Calm Down, Stalin",0.566028708,0.529839358
Crusader Kings III,0.54,0.505
Galcon Fusion,0.566028708,0.529839358
The Niflhel Day,0.566028708,0.529839358
Depixtion,0.566028708,0.529839358
DayZ Tools,0.5,0.775
Inscryption,0.566028708,0.529839358
Godfall,0.566028708,0.528194621
Rocketbirds 2 Evolution,0.566028708,0.529839358
Hob,0.566028708,0.529839358
UNO,0.554299754,0.534024206
Library Of Ruina,0.431818182,0.585227273
Picross Bonbon - Nonogram,0.349418605,0.492102713
Crystals of Time,0.459615385,0.51875
Bit Heroes,0.523952991,0.553125
Swag and Sorcery,0.35,0.48046875
Hot And Lovely 2,0.4375,0.4375
Event[0],0.494190476,0.62052381
Dead Synchronicity: Tomorrow Comes Today,0.50821256,0.570531401
Wasteland 2: Director's Cut,0.466,0.4525
Barony,0.406907242,0.532781498
东方冰之勇者记：序章,0.444126149,0.52996909
ENDLESS™ Space - Definitive Edition,0.459583333,0.547291667
Superflight,0.618154762,0.53452381
SimCasino,1,0.1875
Nightmare Reaper Demo,0.605952381,0.427976191
Tree of Savior (English Ver.),0.518672014,0.609001783
Seek Girl Ⅲ,0.766666667,0.417708334
Operation Flashpoint: Red River,0.571666667,0.655833334
Godot Engine,0.645,0.49
HITMAN™ 2,0.556182796,0.594489248
GRID 2,0.605952381,0.427976191
GoNNER,0.548148148,0.563131313
DOOM 3: BFG Edition,0.407723596,0.533914931
Extreme Roads USA,0.366666667,0.5125
The Evil Within 2,0.428055556,0.463888889
Dragon Nest,0.210714286,0.505357143
Boundary: Benchmark,0.6,0.45
東方文花帖 ～ Shoot the Bullet.,0.497619048,0.596428572
Game Tycoon 1.5,0.65,0.675
HuGe,0.499074074,0.609953704
Two Point Hospital,0.367307692,0.504839744
State of Mind,0.153571429,0.507142857
Endless Fables 2: Frozen Path,0.535411255,0.427655123
Hidden Farm Top-Down 3D,0.6125,0.575
Resident Evil 0,0.549082201,0.598716849
Yu-Gi-Oh! Duel Links,0.379783951,0.554265873
圣女战旗 Banner of the Maid,0.493809524,0.532261905
Deduction,0.606730769,0.534375
Blossoms Bloom Brightest,0.449631219,0.531426003
Roadclub: League Racing,0.461501623,0.512363366
Bean Battles,0.475,0.604166667
Legend of Himari,0.441447368,0.560745614
Ultimate General: Gettysburg,0.455291005,0.466203704
FreeStyleFootball,0.304487179,0.535416667
Lexica,0.525,0.3625
Fake Lay,0.604166667,0.421875
Super Star,0.402295918,0.458163265
Iron Fisticle,0.50469494,0.552630209
VRoid Studio,0.95,0.9
Nightmare Puppeteer,0.653535354,0.491666667
Obduction,0.491666667,0.425
CrocoMars,0.597691198,0.544805195
Siralim Ultimate,0.438333333,0.597083334
Grounded,0.497438672,0.568859045
LOST ORBIT: Terminal Velocity,0.410997732,0.468537415
Horizon's Gate,0.38622449,0.564158164
The Land of Pain,0.43422619,0.590401786
BarnFinders Demo,0.426515152,0.438906927
Sherlock Holmes: Crimes and Punishments,0.335972222,0.507847222
F1 2012,0.307792208,0.506168831
Ember,0.460675204,0.551257366
Slipstream,0.321428571,0.625
Tricky Towers,0.469642857,0.513988095
Hentai Milf Quiz 3,0.485714286,0.535714286
The Great Ace Attorney Chronicles,0.544378307,0.515740741
STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™,0.616666667,0.508333334
AGAINST,0.764583333,0.51875
Ancestors: The Humankind Odyssey ,0.5125,0.536458334
Shantae and the Seven Sirens,0.5125,0.403125
Saint Emiliana,0.505555556,0.551909722
Conscious Existence - A Journey Within,0.585714286,0.525
Rambo The Video Game,0.386111111,0.515277778
Paperbound,0.4,0.3
Griftlands,0.558333333,0.495833334
Madden NFL 22,0.311877828,0.540441177
Dark Strokes: The Legend of the Snow Kingdom Collector’s Edition,0.464365079,0.524256855
Hotline Miami 2: Wrong Number,0.471969697,0.567045455
Ni no Kuni Wrath of the White Witch™ Remastered,0.358333333,0.475
CastleStorm,0.470075758,0.616761364
Heroes & Legends: Conquerors of Kolhar,0.355555556,0.495370371
911 Operator,0.418333333,0.487361111
Batman™: Arkham Knight,0.401515152,0.421590909
GROOVY,0.537708333,0.483723959
Broforce,0.425,0.426785715
PowerWash Simulator,0.3,0.4625
Shakes and Fidget,0.494869529,0.654640152
Duck Season,1,0.21875
Intravenous,0.438197715,0.51448767
SUPER DRAGON BALL HEROES WORLD MISSION,0.504722222,0.459027778
Marble It Up!,0.640740741,0.329629629
Surfingers,0.59,0.58
Grand Theft Auto III,0.502435897,0.589096736
Grand Theft Auto III,0.51000999,0.490328422
Fictorum,0.48,0.485
Satan's puzzle 666,0.75,0.775
Atelier Ryza 2: Lost Legends & the Secret Fairy,0.535714286,0.642857143
Grand Theft Auto: Vice City,0.498543771,0.527072812
Grand Theft Auto: Vice City,0.577692308,0.52
INVASION!,0.514408564,0.614517034
VRChat,0.5875,0.523416667
Hot And Lovely 3,0.566666667,0.405555556
Grand Theft Auto: San Andreas,0.554481793,0.493933824
Grand Theft Auto: San Andreas,0.492857143,0.511607143
HuniePop,0.400238095,0.381488095
Manhunt,0.8,0.3
Max Payne,0.507043651,0.546318656
Apotheon,0.395833333,0.476875
Max Payne 2: The Fall of Max Payne,0.438333333,0.508611111
세 장의 카드,0.634920635,0.503373016
3D PUZZLE - Wood House,0.48950938,0.633941198
Star Realms,0.48,0.495
Hidden Post-Apocalyptic Top-Down 3D,1,0.9
Always Sometimes Monsters,0.4,0.6
Bloodstained: Curse of the Moon 2,0.47654321,0.630246914
Grand Theft Auto 2,0.537036178,0.519126856
The Crew,0.25,0.525
G String,1,0
Bully: Scholarship Edition,0.683170406,0.365693109
SCP: Secret Laboratory,0.95,0.6
Leisure Suit Larry - Wet Dreams Don't Dry,0.515595238,0.460178572
Being a DIK,0.733333333,0.583333333
Grand Theft Auto IV: The Complete Edition,0.439285714,0.486904762
JANITOR BLEEDS,0.394949495,0.563131313
The Occupation,0.542916667,0.485486111
