game_name,scaled_rating
Kingdom Come: Deliverance,0.734307164
Zero Escape: The Nonary Games,0.938635363
Sky Battles,0.236491228
Other worlds India,0.4692185
Silent Hill: Homecoming,0.464921847
CURSE,0.563352826
A Boy and His Blob,0.642880787
Home,0.633513526
Dokkaebi Hentai Adventures,0.556786704
Merchant,0.769680612
Zeno Clash 2,0.718197455
Let`s not stay friends,0.860809048
Doorways: Prelude,0.617594712
THOTH,0.833039848
Aeon,0.727052437
Assetto Corsa Competizione,0.845627917
Marble Age,0.820850828
Big Bang Empire,0.556337653
FINAL FANTASY IV: THE AFTER YEARS,0.578947368
Fight'N Rage,0.930533404
Hatsune Miku VR,0.72256222
Dead Rising 4,0.400535236
DEAD OR ALIVE 6,0.590101892
Dream Pinball 3D,0.216309651
Deadly Days,0.85354691
The Haunting of Billy Classic,0.72688478
The Drone Racing League Simulator,0.70355796
Toribash,0.861880421
Expeditions: Viking,0.813156531
Wrench,0.806668991
AdVenture Capitalist,0.879626815
Closers,0.70513762
Door Kickers,0.936623056
Avorion,0.875452287
The Dark Stone from Mebara,0.578096757
DOOM,0.921440686
Yrminsul,0.557682084
Draw a Stickman: EPIC,0.72991645
Bionic Heart,0.716674864
Evolvation,0.689808179
InnerSpace,0.622873978
Jagged Alliance 2 - Wildfire ,0.681221982
Adventures of Abrix,0.645429363
STAR OCEAN™ - THE LAST HOPE™ - 4K & Full HD Remaster,0.655115751
Just Ski,0.77163247
Jet Gunner,0.74405231
Neos VR,0.892037787
BOXVR,0.870014357
The Escapists 2,0.79041654
Drunken Fight Simulator,0.524966262
NekoMiko,0.974089069
Risk of Rain,0.926545335
Evergarden,0.933952529
Lovecraft's Untold Stories,0.890753912
Homeworld: Deserts of Kharak,0.76006741
Go Home Dinosaurs!,0.936920954
NEO Scavenger,0.890332077
FAR: Lone Sails,0.917609196
RUSSIA BATTLEGROUNDS,0.691434469
Puzzle Chambers,0.863072314
MapleStory,0.640239175
Stick Fight: The Game,0.886468215
NARUTO SHIPPUDEN: Ultimate Ninja STORM 2,0.781598635
Munin,0.814241487
STEINS;GATE,0.975048733
MudRunner,0.812465466
Spirit of Maya,0.589216944
FootRock 2,0.79377014
Low Magic Age,0.900843017
The Thin Silence,0.881809788
Frankenstein: Master of Death,0.820582384
Ultimate Custom Night,0.940912143
LEGO® MARVEL Super Heroes,0.918227272
Mighty No. 9,0.434115041
Tom Clancy's Rainbow Six 3: Gold Edition,0.909615308
Stellaris,0.751592902
Risen 3 - Titan Lords,0.670643275
Carmageddon Max Pack,0.898454146
Silence,0.840389799
坦克大战：共和国之辉,0.832773423
Randal's Monday,0.732728951
Batman: The Enemy Within - The Telltale Series,0.845872012
Far Cry 2,0.722292504
Tap Tap Infinity,0.711052013
Blackguards 2,0.623699684
Western 1849 Reloaded,0.767346294
This War of Mine,0.942067133
Azusa Online,0.719298246
Stardew Valley,0.96538001
Glass Masquerade,0.973125512
Unholy Heights,0.886457717
Art Of Gravity,0.922152047
Cally's Caves 4,0.734072022
SOMA,0.950827874
Wizard of Legend,0.867248231
东方试闻广纪 ~ Perfect Memento of Touhou Question,0.954403776
Perils of Man,0.776878092
Jalopy,0.731168575
Supreme Ruler Ultimate,0.690902214
東方紺珠伝 ～ Legacy of Lunatic Kingdom.,0.992613112
NITE Team 4,0.939016871
Fishing Planet,0.731300944
Blob From Space,0.111111111
NEStalgia,0.660385532
Danganronpa 2: Goodbye Despair,0.965559495
Realm Grinder,0.809505442
SuperPower 2 Steam Edition,0.759106858
Stationeers,0.805759123
Blackguards,0.566404057
Quake Live,0.81973155
Le Havre: The Inland Port,0.679197995
Battlestar Galactica Deadlock,0.766863459
River City Melee : Battle Royal Special,0.354001442
Hidden Paws Mystery,1
The Jackbox Party Pack 4,0.82061663
Hunter's Legacy,0.688109162
The Lord of the Rings: Journeys in Middle-earth,0.744816587
Herald: An Interactive Period Drama,0.987524367
Teeworlds,0.867585987
Onechanbara Z2: Chaos,0.734365735
Catan Universe,0.316634782
SOULCALIBUR VI,0.793070463
LOST ORBIT,0.969653864
S.T.A.L.K.E.R.: Clear Sky,0.842880097
KARDS - The WWII Card Game,0.787347156
Red Faction,0.885288322
Rise of the Triad,0.641702645
"Warhammer 40,000: Dawn of War II - Chaos Rising",0.898208761
Google Earth VR,0.957117107
Blood Ties,0.471620227
Worms Armageddon,0.93079818
Circuits,0.886766342
Darwin Project,0.786638431
Conqueror's Blade,0.465871156
Zombie Training Simulator,0.894274292
100% Orange Juice,0.921790616
Doodle God,0.731918945
Winexy,0.578947368
FaeVerse Alchemy,0.629589438
Quell Reflect,0.982987773
Quell Memento,0.948963318
Dead by Daylight,0.728013776
Lovekami -Healing Harem-,0.933952529
The Jackbox Party Pack 5,0.768075928
Transport Fever,0.749916664
Shatter,0.930029553
Divine Slice of Life,0.660146535
GUILTY GEAR XX ACCENT CORE PLUS R,0.899056077
Killer Instinct,0.866875861
eden*,0.957681772
The Witcher: Enhanced Edition,0.845250279
Lucent Heart,0.418688566
The Witcher 2: Assassins of Kings Enhanced Edition,0.871443687
Games&Girls,0.699530516
LEGO® Batman™: The Videogame,0.789690945
Knock-knock,0.862513426
PUBG: BATTLEGROUNDS,0.443796808
Farming Simulator 17,0.905943348
Shogo: Mobile Armor Division,0.584145549
Watch_Dogs 2,0.770660331
Bridge Constructor,0.714811006
F.E.A.R.,0.927773612
F.E.A.R. 3,0.691110144
Jettomero,0.82199401
Hellblade: Senua's Sacrifice,0.908012588
Super Amazing Wagon Adventure,0.94146802
LEGO® Harry Potter: Years 1-4,0.757743326
Where the Water Tastes Like Wine,0.829360636
Time Warpers,0.923760017
Underrail,0.837105718
APE OUT,0.915789474
Fight The Dragon,0.77187413
"Destiny's Princess: A War Story, A Love Story",0.756499683
Allods Online RU,0.545192094
Project Winter,0.660644148
Hentai Girl Karen,0.960566851
DRAGON QUEST® XI: Echoes of an Elusive Age™,0.920002846
The Plan,0.912599681
Faerie Solitaire Harvest,0.906432749
Incoming Forces,0.498746868
BRAIN / OUT,0.773183317
[Old Edition] Croixleur Sigma,0.789048378
Hentai Memory,0.896561612
LEGO® City Undercover,0.668030837
雨鸦 - You are my sanctuary,0.969653864
Redeemer,0.756632962
Skyforge,0.520678954
80 Days,0.898947368
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,0.813369515
Uriel's Chasm 2: את,0.249227547
Streets of Rogue,0.94749955
Shipped,0.992464383
Shovel Knight: Treasure Trove,0.961434727
Montaro : RE,0.953355198
BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,0.912503403
Rise High,1
Xenomarine,0.831578947
Outlast 2,0.857933508
Think To Die 3,0.800389863
Salt and Sanctuary,0.908817773
Ghostdream,0.601584606
The Binding of Isaac: Rebirth,0.972332062
RAID: World War II,0.465771868
City Siege: Faction Island,0.663157895
The Black Watchmen,0.897736907
VA-11 Hall-A: Cyberpunk Bartender Action,0.973888209
GORN,0.960003427
Copy Kitty,0.984928765
Jack N' Jill DX,1
Eon Altar,0.87002877
PlanetSide 2,0.800893786
FLOCK!,0.734892788
Eventide 3: Legacy of Legends,0.899235267
Virtual Desktop,0.658511051
Journey To The Center Of The Earth,0.625144366
Quake Champions,0.653145136
Bionic Commando Rearmed,0.564532954
Wargame: Red Dragon,0.859494654
Resident Evil 5,0.832839368
Corgi Warlock,0.757575757
Bing Bong XL,0.919799499
Rogue Stache,0.943859649
INFRA,0.871303991
Chroma Squad,0.922470037
Heroes of Hammerwatch,0.772498977
The Legend of Heroes: Trails in the Sky,0.904301091
Putt-Putt Joins the Parade,0.914938862
Tametsi,0.964912281
LostWinds,0.827890895
D&D Lords of Waterdeep,0.841655421
We Were Here Too,0.750919761
Hanako: Honor & Blade,0.800389863
Fallout 4 VR,0.657468691
Day of Infamy,0.796884608
The Elder Scrolls V: Skyrim VR,0.817329012
Putt-Putt and Pep's Balloon-o-Rama,0.839598997
Runes of Magic,0.438596491
LOVE 2: kuso,0.953603016
Grim Fandango Remastered,0.885034325
Cat on a Diet,0.825708061
The Legend of Heroes: Trails in the Sky SC,0.974256629
Red Comrades 3: Return of Alaska. Reloaded,0.796491228
Pang Adventures,0.790781301
Don't Escape: 4 Days to Survive,0.994182347
Unclaimed World,0.532163742
House Party,0.830233411
Mirror,0.964456596
Call of Juarez: Bound in Blood,0.807471376
Motorsport Manager,0.885033608
World of Goo,0.927923819
PAYDAY 2,0.826210578
BeamNG.drive,0.896753378
HELLGATE: London,0.517164413
Lucius,0.780915704
Dark Matter,0.350592698
Audition Online,0.603487616
iBomber Attack,0.762787249
Diadra Empty,0.710792131
Brief Karate Foolish,0.93330891
Gary Grigsby's War in the West,0.923877491
Penumbra: Black Plague,0.939863217
Ys VIII: Lacrimosa of Dana,0.599342293
Strife: Veteran Edition,0.911936704
Pid ,0.826249018
Pilam Sky,0.872408293
Pathway,0.584739627
NALOGI 2,0.69065521
Oik 2,0.908446087
SCUM,0.607728181
7 Days to Die,0.755471283
Zombidle: REMONSTERED,0.852698645
Zeno Clash,0.828887287
Shit Storm,0.867905057
MotoGP™18,0.608828523
Hyperdevotion Noire: Goddess Black Heart,0.797024843
Atom Zombie Smasher ,0.871841938
Job Simulator,0.849282296
Fallout 3,0.759169896
The Elder Scrolls III: Morrowind,0.940034044
The Elder Scrolls IV: Oblivion ,0.936706572
They Are Billions,0.837801754
One Eyed Kutkh,0.823873409
Legend of Grimrock 2,0.89458362
Fallout 3 - Game of the Year Edition,0.773035142
Fallout: New Vegas,0.949421082
"Warhammer 40,000: Space Marine - Anniversary Edition",0.896674836
IS Defense,0.933642737
Red Comrades Save the Galaxy: Reloaded,0.929314813
Wolfenstein: The Old Blood ,0.870762498
System Crash,0.866332498
Leadwerks Game Engine,0.699805068
RUSH: A Disney • PIXAR Adventure,0.568151147
FINAL FANTASY V,0.676396231
Double Action: Boogaloo,0.912081459
FINAL FANTASY VI,0.745575663
Far Cry New Dawn,0.667114671
Saints Row: The Third,0.954858767
Bacteria,0.499179604
Go! Go! Nippon! ~My First Trip to Japan~,0.866474697
GUNGRAVE VR U.N,1
OmniBus,0.77821096
Overcooked,0.900065101
Hotline Miami,0.971082108
Monster Prom,0.870463527
Dandara: Trials of Fear Edition,0.714696577
Ultratron,0.888647238
ZeroRanger,0.966649297
Beyond Gravity,0.872293346
Worms Reloaded,0.833972828
Fear Effect Sedna,0.399428804
Long Live The Queen,0.942550555
Sakura Clicker,0.824851303
Oniken,0.806031934
Neverout,0.75048733
Empyrion - Galactic Survival,0.774675886
Gay World,0.734297576
Dead Island Definitive Edition,0.677603099
Grim Legends: The Forsaken Bride,0.95224703
Lionessy Story,0.568151147
Cliff Empire,0.900095524
Dead Island Riptide Definitive Edition,0.621324126
Lovers in a Dangerous Spacetime,0.940306462
Yohjo Simulator,0.495688374
Energy Cycle,0.733397421
Achievement Clicker,0.618611747
Fort Triumph,0.816684569
Night in the Woods,0.937065195
Factory Engineer,0.428003972
Bloody Trapland 2: Curiosity,0.657248384
Speed Kills,0.441598649
Pixel Puzzles: Japan,0.798900235
Hue,0.931344284
Star Chronicles: Delta Quadrant,0.574561404
Marvel's Guardians of the Galaxy: The Telltale Series,0.852802739
Spooky's Jump Scare Mansion: HD Renovation,0.912233414
Wild West Saga,0.62709694
Sherlock Holmes: The Devil's Daughter,0.706936902
GearCity,0.803553828
Mega Man X Legacy Collection,0.600658161
Chivalry: Medieval Warfare,0.803286685
Car Mechanic Simulator 2018,0.745514338
"Warhammer 40,000: Dawn of War III",0.381339197
LoveKami -Divinity Stage-,0.847681218
Wolfenstein II: The New Colossus,0.690678558
Ellipsis,0.96754893
Act of Aggression,0.56643572
Rust,0.779972774
Pixel Puzzles 2: Anime,0.726006841
OMSI 2,0.743859649
Showing Tonight: Mindhunters Incident,0.5105713
RollerCoaster Tycoon: Deluxe,0.922517744
The Textorcist: The Story of Ray Bibbia,0.858286493
RollerCoaster Tycoon 2: Triple Thrill Pack,0.844234864
Bottle of truth,0.625730995
Death Road to Canada,0.925801514
A grande bagunça espacial - The big space mess,0.577167308
Eldritch,0.866483877
House Flipper,0.774799185
Antichamber,0.946499696
Planet of the Eyes,0.79118528
Mouse (Sneaking),0.648762933
Enforcer: Police Crime Action,0.41480156
Tacopocalypse,0.885816236
Fantasy Grounds Classic,0.764610688
Mystic Vale,0.792072775
Rubber Ducky and the Rainbow Gun,0.899334544
The Last Express Gold Edition,0.797894737
Pixel Puzzles Ultimate,0.670336061
Grim Dawn,0.900547015
Full Metal Furies,0.90014772
Regency Solitaire,0.935438596
Sudoku Zenkai,0.910888332
Niffelheim,0.765877576
Firewatch,0.838521584
SAS: Zombie Assault 4,0.782556507
Shining Resonance Refrain,0.737000158
Zombie Night Terror,0.921238659
Blush Blush,0.875818579
Water Planet,0.728977617
Doorways: Holy Mountains of Flesh,0.828624192
PULSAR: Lost Colony,0.891851391
Forgotten Places: Regained Castle,0.794152047
Dracula: Love Kills,0.790044216
Rivals of Aether,0.859955343
Rocket League,0.907347621
NavalArt,0.757230915
DRAGON BALL FighterZ,0.799918529
Kerbal Space Program,0.893521237
SURVIVAL: Postapocalypse Now,0.456046017
Märchen Forest: Mylne and the Forest Gift,0.84619082
Far Cry® 3,0.878497468
Race The Sun,0.931240349
Braveland,0.804915338
Carrier Deck,0.833096254
Action Henk,0.876042105
60 Parsecs!,0.802865944
The Flame in the Flood,0.730819366
Enemy Mind,0.845859602
Prominence Poker,0.763676893
ABZÛ,0.917921323
Ahnayro: The Dream World,0.889785814
Gang Beasts,0.658258436
Halfway,0.749809306
TerraTech,0.80184618
DmC Devil May Cry,0.931959717
CPUCores :: Maximize Your FPS,0.69416274
Cargo Commander,0.798728576
A Hat in Time,0.977090375
Tooth and Tail,0.750926612
Dead In Bermuda,0.726454948
Eternal Senia,0.975333669
A Total War Saga: Thrones of Britannia,0.514548315
Book of Demons,0.923386787
Slay the Spire,0.958748291
CHRONO TRIGGER,0.717985679
Train Simulator,0.569250252
Hot Tin Roof: The Cat That Wore A Fedora,0.610319917
Tabletop Simulator,0.937773107
Hyperdimension Neptunia Re;Birth2 Sisters Generation,0.911814443
Zoo Tycoon,0.426199569
PowerBeatsVR,0.859649123
Metal Waltz,0.756851224
RPG Maker VX Ace,0.934173793
Dog Sled Saga,0.906720648
fault - milestone one,0.929176788
Deep Rock Galactic,0.91517199
Disney Princess :  My Fairytale Adventure,0.837666456
Thomas Was Alone,0.937700852
Super Animal Royale,0.964883402
Cultures - Northland,0.810172915
Aviary Attorney,0.943301252
DC Universe Online,0.767047387
Zombie Driver HD,0.824027366
PAYDAY: The Heist,0.923501259
Crazy Machines 3,0.955606778
The Descendant,0.855868628
Insurgency: Sandstorm,0.737001965
Tales of Zestiria,0.825993555
aMAZE ZER0,0.839598997
Riff Racer,0.825324683
The Crew 2,0.446650859
theHunter Classic,0.355712979
Frog Demon,0.518796992
Cube Escape: Paradox,0.963513935
YAPP: Yet Another Puzzle Platformer,0.929824561
Yatagarasu Attack on Cataclysm,0.681178255
Dead But Alive! Southern England,0.455108359
The Lab,0.946985666
F1 2015,0.534019669
Resident Evil 6,0.76365781
Rogue Agent,0.760299626
Disney Winnie the Pooh,0.876053771
DayZ,0.557034137
Knights and Merchants,0.797533048
Amnesia: The Dark Descent,0.937152999
Chariot,0.771280052
Metro 2033 Redux,0.768649619
"Hot Dogs, Horseshoes & Hand Grenades",0.964745355
ToeJam & Earl: Back in the Groove,0.922565034
Five Nights at Freddy's,0.863798001
Enclave,0.754769474
Runner3,0.728353141
Adventure Climb VR,0.755911518
Guardians of Victoria,0.160518118
Emily is Away,0.872099334
Little Inferno,0.924895305
Hard Truck: Apocalypse Rise Of Clans / Ex Machina: Meridian 113,0.691688237
Adam Wolfe,0.926928432
Aground,0.981492193
KnightShift,0.546862046
Table Top Racing: World Tour,0.721718088
Life is Strange™,0.95900154
LEGO® Jurassic World,0.838096412
Spore: Galactic Adventures,0.787716369
Burnout Paradise: The Ultimate Box,0.851272578
Dishonored®: Death of the Outsider™ ,0.821603937
Age of Empires II (2013),0.937691544
SimCity 4 Deluxe,0.735371853
Command and Conquer 3: Tiberium Wars,0.87196441
Command and Conquer: Red Alert 3 - Uprising,0.775562595
Command and Conquer 3: Kane's Wrath,0.925538103
Subsistence,0.666988994
hocus,0.91297715
FortressCraft Evolved,0.708641651
There Came an Echo,0.708405341
RUSH,0.861571738
Medal of Honor: Airborne,0.763214073
Reflex,0.773226169
Desert Child,0.925146198
Patrician IV: Steam Special Edition,0.486375513
Need for Speed: SHIFT,0.692635282
Broken Sword 1 - Shadow of the Templars: Director's Cut,0.902128202
Army Men II,0.585049581
Tropico 4,0.902941214
Defense Grid 2,0.794374711
Porcunipine,0.814794718
Monster Hunter: World,0.630756214
Battlefield: Bad Company™ 2,0.83859389
The Indie Mixtape,0.875243665
The Heiress,0.857334899
Jagged Alliance - Back in Action,0.639657282
Ionball 2 : Ionstorm,0.694626284
東方天空璋 ～ Hidden Star in Four Seasons.,0.985719038
Orake Classic,0.653831064
Trine 3: The Artifacts of Power,0.624423324
ViveSpray 2,0.865263158
Subspace Continuum,0.863134133
Shadow Tactics: Blades of the Shogun,0.952896326
Super Hexagon,0.966117223
Doc Clock: The Toasted Sandwich of Time,0.395916692
Amorous,0.755240694
Battle Chasers: Nightwar,0.874761263
Draw Slasher,0.682438419
Pool Nation,0.88851249
Rocksmith® 2014 Edition - Remastered,0.90175283
#monstercakes,0.868963026
Assassin's Creed Origins,0.820862613
Toybox Turbos,0.828742495
Moon Hunters,0.73970754
Duke Nukem Forever,0.622759715
Resident Evil Revelations 2,0.740208417
Resident Evil 7 Biohazard,0.906992167
Gravity Wars,0.859649123
The Cave,0.848238482
Everything,0.818530701
Mad Father,0.954792486
Absolute Drift,0.866895901
My Summer Car,0.896174457
Zero Caliber VR,0.730994152
Rest House,0.209876543
LEGO® MARVEL Super Heroes 2,0.73557796
Rising Storm 2: Vietnam,0.755953721
Metro: Last Light Redux,0.775339155
Mr. Barrel,0.875243665
INK,0.805610283
Better Late Than DEAD,0.211251268
The Stanley Parable,0.907064077
Rise of Nations: Extended Edition,0.905129025
Time Clickers,0.872314303
Resident Evil 4,0.818438293
We Happy Few,0.664642224
Chill II,0.251461988
NEKOPARA Vol. 0,0.931536157
Car Mechanic Simulator 2015,0.897566309
Hypnospace Outlaw,0.98768852
The Takeover,0.906432749
Chicken Invaders 5,0.960166492
Cosmonautica,0.441400704
Space Pirate Trainer,0.952676473
We Were Here,0.914808127
MacGuffin's Curse,0.814794718
Wacky Spores: The Chase,1
The Council,0.826893968
Magnifico,0.524577209
Scarlett Mysteries: Cursed Child,0.795853269
METAL GEAR SOLID V: THE PHANTOM PAIN,0.872413561
SkyDrift,0.873377344
Black Desert,0.598270029
Shortest Trip to Earth,0.789473684
Planetary Annihilation: TITANS,0.771212263
Richie's Plank Experience,0.822068834
Anomaly Warzone Earth,0.857162081
Whirligig,0.766689451
Abyss Odyssey,0.576808071
Instant Death,0.867905057
Assassin's Creed Odyssey,0.799040667
Fortissimo FA,0.826043984
Fox Hime Zero,0.966161981
Crossout,0.625327861
DreadOut: Keepers of The Dark,0.777186156
Blood Bowl: Legendary Edition,0.716500554
Jurassic World Evolution,0.671665479
Highway Blossoms,0.940951279
Trillion,0.719298246
THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,0.824527762
THE KING OF FIGHTERS 2002 UNLIMITED MATCH,0.910724825
Mini Metro,0.958285807
GRID Autosport,0.725228865
Resident Evil Revelations,0.815607741
Aim Lab,0.78434422
Supreme Ruler 2020: Gold,0.7676951
SMITE,0.769924015
Descenders,0.904376326
Journey of a Roach,0.863025261
Scavenger SV-4,0.841858167
Thorne - Death Merchants,0.819448118
Train Valley,0.874216018
妄想症 Deliver Me,0.875243665
Dungeonmans,0.910572892
Sim Racing Telemetry,0.578947368
The Room,0.970018504
SeaBed,0.952220979
Fish Tycoon 2: Virtual Aquarium,0.423423423
Caveblazers,0.86364393
Just Cause 4,0.275113488
The King's Bird,0.874168179
liteCam HD: Capture twitch.tv Live Stream,0.395411606
Wargame: AirLand Battle,0.873858984
Aven Colony,0.700003891
E.Y.E: Divine Cybermancy,0.810388973
"Cook, Serve, Delicious! 2!!",0.860547656
It's Quiz Time,0.719298246
Raft,0.758224353
Cosmic Express,0.922944616
Tales of the Tiny Planet,0.875243665
Nyasha Winter,0.625730995
Caesar 3,0.84619082
Insurgency,0.894576766
Ancients of Ooga,0.719298246
Caesar 4,0.489149414
Bless Online,0.332478236
Fable Anniversary,0.756271377
THE KING OF FIGHTERS XIII STEAM EDITION,0.875346833
Cities: Skylines,0.908338234
Party Saboteurs,0.608323134
UNLOVED,0.749942541
Black Squad,0.722131843
Post Apocalyptic Mayhem,0.825047382
Dead Pixels,0.85006596
东方大战争 ~ Touhou Big Big Battle,0.823234428
Five Nights at Freddy's 3,0.863938667
WRC 5,0.46827421
Homefront: The Revolution,0.501777579
Ultimate Chicken Horse,0.93942027
Running Man 3D,0.478696742
Chess Ultra,0.704801911
Head Shot,0.429929885
The Orchard of Stray Sheep,0.707093822
GARAGE: Bad Trip,0.817923187
Giana Sisters: Twisted Dreams,0.764607661
Intruder,0.868140102
The Sun and Moon,0.848699764
Assassin's Creed III Remastered,0.242990879
永冻之壳 The Shell of Permafrost,0.982234066
Maitetsu,0.973684211
Ninja Stealth,0.627112061
Nioh: Complete Edition,0.760610256
A.R.E.S.,0.652300886
Discord Bot Maker,0.787053842
Hentai Girl,0.901161354
Home Design 3D,0.72986476
Forest Fortress,0.763619575
Braid,0.937324149
Enemy Front,0.583094099
WayOut,0.883344725
Ori and the Blind Forest: Definitive Edition,0.957366923
POSTAL 2,0.944882791
Diamo XL,0.953053365
Onmyoji,0.642365172
Icewind Dale: Enhanced Edition,0.834207367
Hyperdimension Neptunia U: Action Unleashed,0.92310738
NEKOPARA Vol. 2,0.970004707
Artifact Classic,0.423104193
Crayon Physics Deluxe,0.842489106
Child of Light,0.921810679
Sid Meier's Civilization VI,0.641867322
ENDLESS™ Legend,0.804837949
MXGP - The Official Motocross Videogame,0.752441344
Accounting,0.940006627
Blackwake,0.8568078
Cosmic Star Heroine,0.889040248
Cry of Fear,0.839651401
Parkitect,0.902877193
Scheming Through The Zombie Apocalypse: The Beginning,0.885066998
Tokyo Warfare Turbo,0.724594505
Cell to Singularity - Evolution Never Ends,0.773535534
Ball laB,0.550877193
Summer Sale,0.542823303
DCS World Steam Edition,0.739702892
Powargrid,0.91682911
Furious Angels,0.843101203
Supraland,0.957453708
Star Fight,0.550877193
Xenonauts,0.866483428
Syrian Warfare,0.845696111
Geometry Dash,0.939756438
Sakura Sadist,0.827890895
Hero,0.251461988
theHunter: Call of the Wild™,0.758437244
SteamWorld Heist,0.951147196
Lone Leader,0.278195489
"Guns, Gore & Cannoli",0.920929084
OneShot,0.977954704
RC Cars,0.705121389
Bomb The Monsters!,0.505964912
Sonic Mania,0.885544172
Gurumin: A Monstrous Adventure,0.903930951
Sebastien Loeb Rally EVO,0.441709634
Realm Royale,0.59210283
Alpha Runner,0.759600513
Treasure Hunter Simulator,0.56375014
Don't Starve Together,0.95813623
Eastshade,0.833459246
MotoGP™15,0.70519907
Marauder,0.62074074
MY HERO ONE'S JUSTICE,0.810093135
The Tape,0.516810603
ECHO,0.791498823
Shadowverse,0.702990846
Codename CURE,0.803977416
Assassin's Creed Unity,0.580941798
FRAMED Collection,0.941588075
Scrap Mechanic,0.826525254
Lucy Got Problems,0.954304366
DashPanel,0.732664996
Lara Croft and the Temple of Osiris,0.510477978
Meadow,0.876959828
Bubble Ghost,0.560640732
StarBreak,0.738524394
Eternam,0.719298246
SUPERHOT,0.854981462
The Legend of Heroes: Trails of Cold Steel II,0.955483422
Dynasty Warriors 8 Empires,0.593796779
No More Room in Hell,0.880364648
A Dance of Fire and Ice,0.914895519
Not The Robots,0.773762765
Japanese Women - Animated Jigsaws,0.916208431
TransOcean: The Shipping Company,0.642326353
Construction-Simulator 2015,0.708816292
Plantera,0.870157034
Hero Quest: Tower Conflict,0.188124157
Zup! S,0.934995383
Last Word,0.820062978
Among Us,0.826043984
Octodad: Dadliest Catch,0.917309074
Super Mixtape,0.867905057
Late Shift,0.871406264
Sekiro™: Shadows Die Twice,0.861772443
GRIS,0.954630272
Darksiders II Deathinitive Edition,0.710383736
In Between,0.877870114
Envy the Dead,0.652740097
Kane & Lynch 2: Dog Days,0.545524854
SUPERHOT VR,0.869038794
Hunting Simulator,0.37931786
Fruit Ninja VR,0.835321637
Drizzlepath,0.482164391
Riders of Asgard,0.925146198
Card of spirits,0.756499683
Dungeon Escape,0.748937562
Space Run Galaxy,0.595669227
The Talos Principle,0.951092913
Tharsis,0.656408781
FEZ,0.909934747
Rebel Galaxy,0.83461077
Sunset Overdrive,0.885844481
Armello,0.774045041
Warhammer: Vermintide 2,0.714442285
Super House of Dead Ninjas,0.95383466
Far Cry 5,0.638885918
Quest Hunter,0.781012816
Frostpunk,0.862536205
Home is Where One Starts...,0.721165441
Star Speeder,1
The Sexy Brutale,0.930670865
Vagante,0.882096193
Barro,0.69504007
ATOM RPG,0.843027834
DUSK,0.972904061
Azure Striker Gunvolt,0.853321164
Tomb Raider I,0.797526603
GameMaker Studio 2 Desktop,0.731558782
Tomb Raider: The Last Revelation,0.852140639
Bloody Trapland,0.813116179
Skylands,0.52723915
Tomb Raider: Chronicles,0.720206665
Shadows: Awakening,0.736188609
Grow Home,0.898769818
WORLD OF FINAL FANTASY,0.773544895
Tomb Raider (VI): The Angel of Darkness,0.518534471
The Lords of the Earth Flame,0.669762642
Oxenfree,0.923793547
Chocolate makes you happy,0.759398497
Violett,0.588092043
Freebie,0.721704886
The Magic Circle,0.917601253
Wizard And Minion Idle,0.806412583
Brothers - A Tale of Two Sons,0.942577046
Hyper Light Drifter,0.931090922
Climbey,0.923141186
Middle-earth™: Shadow of War™,0.751443373
Personal Disco VR,0.91682911
RollerCoaster Tycoon Classic,0.699530516
Shadow Warrior Classic Redux,0.912606257
My Lands,0.83417004
Oozi: Earth Adventure,0.834832252
Sakura no Mori † Dreamers,0.936842105
METAL SLUG DEFENSE,0.438978139
Brütal Legend,0.92594269
Jamestown,0.943805091
DRAGON BALL XENOVERSE 2,0.767054424
Jotun: Valhalla Edition,0.757096936
Tomb Raider II,0.859649123
Horizon Chase Turbo,0.962152573
World of Warships,0.684568043
Tomb Raider III: Adventures of Lara Croft,0.807234901
Thumper,0.911915896
Age of Wonders,0.745289149
DARK,0.424791487
Super Indie Karts,0.795006188
The Dream Machine,0.909365056
Leaving Lyndow,0.777264299
Bloons Adventure Time TD,0.669172932
Nidhogg,0.863564007
Wand Wars,0.936042639
Comic Book Hero: The Greatest Cape,0.410804239
Beat Hazard 2,0.91106479
GUILTY GEAR Xrd -REVELATOR-,0.926731262
"Warhammer 40,000: Space Wolf",0.648075412
Twin Saga,0.652464494
Just Cause 3,0.695848146
IronBorn,0.438596491
Green Hell,0.823524697
Move or Die,0.858484032
Critter Crunch,0.941780377
Mainlining,0.781824229
Death's Gambit: Afterlife,0.682353781
Pummel Party,0.794755706
Shardbound,0.726741095
Spooky's Jump Scare Mansion,0.916552016
Blade Symphony,0.630142652
Lethal League Blaze,0.959744922
Sacred 2 Gold,0.667590027
Bridge Constructor Portal,0.887719298
Halcyon 6: Lightspeed Edition,0.745725638
BlazBlue Centralfiction,0.889995258
The Vanishing of Ethan Carter,0.877251718
Street Fighter 30th Anniversary Collection,0.542448615
Outcast - Second Contact,0.853694844
Final Slam 2,0.123187578
Eron,0.522807018
Dear Esther: Landmark Edition,0.72841852
Kalimba,0.928222382
Sven Co-op,0.901594991
Trainz Railroad Simulator 2019,0.431490118
Flight Control HD,0.908549654
Subnautica: Below Zero,0.884228962
